uid,volpage_info,name
# Vinaya rules are segregated as they are handled differently to save memory.,,
pi-tv-bu-vb-pj1,,
pi-tv-bu-vb-pj2,,
pi-tv-bu-vb-pj3,,
pi-tv-bu-vb-pj4,,
pi-tv-bu-vb-ss1,,
pi-tv-bu-vb-ss2,,
pi-tv-bu-vb-ss3,,
pi-tv-bu-vb-ss4,,
pi-tv-bu-vb-ss5,,
pi-tv-bu-vb-ss6,,
pi-tv-bu-vb-ss7,,
pi-tv-bu-vb-ss8,,
pi-tv-bu-vb-ss9,,
pi-tv-bu-vb-ss10,,
pi-tv-bu-vb-ss11,,
pi-tv-bu-vb-ss12,,
pi-tv-bu-vb-ss13,,
pi-tv-bu-vb-as1,,
pi-tv-bu-vb-as2,,
pi-tv-bu-vb-as3,,
pi-tv-bu-vb-as4,,
pi-tv-bu-vb-as5,,
pi-tv-bu-vb-as6,,
pi-tv-bu-vb-as7,,
pi-tv-bu-vb-np1,,
pi-tv-bu-vb-np2,,
pi-tv-bu-vb-np3,,
pi-tv-bu-vb-np4,,
pi-tv-bu-vb-np5,,
pi-tv-bu-vb-np6,,
pi-tv-bu-vb-np7,,
pi-tv-bu-vb-np8,,
pi-tv-bu-vb-np9,,
pi-tv-bu-vb-np10,,
pi-tv-bu-vb-np11,,
pi-tv-bu-vb-np12,,
pi-tv-bu-vb-np13,,
pi-tv-bu-vb-np14,,
pi-tv-bu-vb-np15,,
pi-tv-bu-vb-np16,,
pi-tv-bu-vb-np17,,
pi-tv-bu-vb-np18,,
pi-tv-bu-vb-np19,,
pi-tv-bu-vb-np20,,
pi-tv-bu-vb-np21,,
pi-tv-bu-vb-np22,,
pi-tv-bu-vb-np23,,
pi-tv-bu-vb-np24,,
pi-tv-bu-vb-np25,,
pi-tv-bu-vb-np26,,
pi-tv-bu-vb-np27,,
pi-tv-bu-vb-np28,,
pi-tv-bu-vb-np29,,
pi-tv-bu-vb-np30,,
pi-tv-bu-vb-pc1,,
pi-tv-bu-vb-pc2,,
pi-tv-bu-vb-pc3,,
pi-tv-bu-vb-pc4,,
pi-tv-bu-vb-pc5,,
pi-tv-bu-vb-pc6,,
pi-tv-bu-vb-pc7,,
pi-tv-bu-vb-pc8,,
pi-tv-bu-vb-pc9,,
pi-tv-bu-vb-pc10,,
pi-tv-bu-vb-pc11,,
pi-tv-bu-vb-pc12,,
pi-tv-bu-vb-pc13,,
pi-tv-bu-vb-pc14,,
pi-tv-bu-vb-pc15,,
pi-tv-bu-vb-pc16,,
pi-tv-bu-vb-pc17,,
pi-tv-bu-vb-pc18,,
pi-tv-bu-vb-pc19,,
pi-tv-bu-vb-pc20,,
pi-tv-bu-vb-pc21,,
pi-tv-bu-vb-pc22,,
pi-tv-bu-vb-pc23,,
pi-tv-bu-vb-pc24,,
pi-tv-bu-vb-pc25,,
pi-tv-bu-vb-pc26,,
pi-tv-bu-vb-pc27,,
pi-tv-bu-vb-pc28,,
pi-tv-bu-vb-pc29,,
pi-tv-bu-vb-pc30,,
pi-tv-bu-vb-pc31,,
pi-tv-bu-vb-pc32,,
pi-tv-bu-vb-pc33,,
pi-tv-bu-vb-pc34,,
pi-tv-bu-vb-pc35,,
pi-tv-bu-vb-pc36,,
pi-tv-bu-vb-pc37,,
pi-tv-bu-vb-pc38,,
pi-tv-bu-vb-pc39,,
pi-tv-bu-vb-pc40,,
pi-tv-bu-vb-pc41,,
pi-tv-bu-vb-pc42,,
pi-tv-bu-vb-pc43,,
pi-tv-bu-vb-pc44,,
pi-tv-bu-vb-pc45,,
pi-tv-bu-vb-pc46,,
pi-tv-bu-vb-pc47,,
pi-tv-bu-vb-pc48,,
pi-tv-bu-vb-pc49,,
pi-tv-bu-vb-pc50,,
pi-tv-bu-vb-pc51,,
pi-tv-bu-vb-pc52,,
pi-tv-bu-vb-pc53,,
pi-tv-bu-vb-pc54,,
pi-tv-bu-vb-pc55,,
pi-tv-bu-vb-pc56,,
pi-tv-bu-vb-pc57,,
pi-tv-bu-vb-pc58,,
pi-tv-bu-vb-pc59,,
pi-tv-bu-vb-pc60,,
pi-tv-bu-vb-pc61,,
pi-tv-bu-vb-pc62,,
pi-tv-bu-vb-pc63,,
pi-tv-bu-vb-pc64,,
pi-tv-bu-vb-pc65,,
pi-tv-bu-vb-pc66,,
pi-tv-bu-vb-pc67,,
pi-tv-bu-vb-pc68,,
pi-tv-bu-vb-pc69,,
pi-tv-bu-vb-pc70,,
pi-tv-bu-vb-pc71,,
pi-tv-bu-vb-pc72,,
pi-tv-bu-vb-pc73,,
pi-tv-bu-vb-pc74,,
pi-tv-bu-vb-pc75,,
pi-tv-bu-vb-pc76,,
pi-tv-bu-vb-pc77,,
pi-tv-bu-vb-pc78,,
pi-tv-bu-vb-pc79,,
pi-tv-bu-vb-pc80,,
pi-tv-bu-vb-pc81,,
pi-tv-bu-vb-pc82,,
pi-tv-bu-vb-pc83,,
pi-tv-bu-vb-pc84,,
pi-tv-bu-vb-pc85,,
pi-tv-bu-vb-pc86,,
pi-tv-bu-vb-pc87,,
pi-tv-bu-vb-pc88,,
pi-tv-bu-vb-pc89,,
pi-tv-bu-vb-pc90,,
pi-tv-bu-vb-pc91,,
pi-tv-bu-vb-pc92,,
pi-tv-bu-vb-pd1,,
pi-tv-bu-vb-pd2,,
pi-tv-bu-vb-pd3,,
pi-tv-bu-vb-pd4,,
pi-tv-bu-vb-sk1,,
pi-tv-bu-vb-sk2,,
pi-tv-bu-vb-sk3,,
pi-tv-bu-vb-sk4,,
pi-tv-bu-vb-sk5,,
pi-tv-bu-vb-sk6,,
pi-tv-bu-vb-sk7,,
pi-tv-bu-vb-sk8,,
pi-tv-bu-vb-sk9,,
pi-tv-bu-vb-sk10,,
pi-tv-bu-vb-sk11,,
pi-tv-bu-vb-sk12,,
pi-tv-bu-vb-sk13,,
pi-tv-bu-vb-sk14,,
pi-tv-bu-vb-sk15,,
pi-tv-bu-vb-sk16,,
pi-tv-bu-vb-sk17,,
pi-tv-bu-vb-sk18,,
pi-tv-bu-vb-sk19,,
pi-tv-bu-vb-sk20,,
pi-tv-bu-vb-sk21,,
pi-tv-bu-vb-sk22,,
pi-tv-bu-vb-sk23,,
pi-tv-bu-vb-sk24,,
pi-tv-bu-vb-sk25,,
pi-tv-bu-vb-sk26,,
pi-tv-bu-vb-sk27,,
pi-tv-bu-vb-sk28,,
pi-tv-bu-vb-sk29,,
pi-tv-bu-vb-sk30,,
pi-tv-bu-vb-sk31,,
pi-tv-bu-vb-sk32,,
pi-tv-bu-vb-sk33,,
pi-tv-bu-vb-sk34,,
pi-tv-bu-vb-sk35,,
pi-tv-bu-vb-sk36,,
pi-tv-bu-vb-sk37,,
pi-tv-bu-vb-sk38,,
pi-tv-bu-vb-sk39,,
pi-tv-bu-vb-sk40,,
pi-tv-bu-vb-sk41,,
pi-tv-bu-vb-sk42,,
pi-tv-bu-vb-sk43,,
pi-tv-bu-vb-sk44,,
pi-tv-bu-vb-sk45,,
pi-tv-bu-vb-sk46,,
pi-tv-bu-vb-sk47,,
pi-tv-bu-vb-sk48,,
pi-tv-bu-vb-sk49,,
pi-tv-bu-vb-sk50,,
pi-tv-bu-vb-sk51,,
pi-tv-bu-vb-sk52,,
pi-tv-bu-vb-sk53,,
pi-tv-bu-vb-sk54,,
pi-tv-bu-vb-sk55,,
pi-tv-bu-vb-sk56,,
pi-tv-bu-vb-sk57,,
pi-tv-bu-vb-sk58,,
pi-tv-bu-vb-sk59,,
pi-tv-bu-vb-sk60,,
pi-tv-bu-vb-sk61,,
pi-tv-bu-vb-sk62,,
pi-tv-bu-vb-sk63,,
pi-tv-bu-vb-sk64,,
pi-tv-bu-vb-sk65,,
pi-tv-bu-vb-sk66,,
pi-tv-bu-vb-sk67,,
pi-tv-bu-vb-sk68,,
pi-tv-bu-vb-sk69,,
pi-tv-bu-vb-sk70,,
pi-tv-bu-vb-sk71,,
pi-tv-bu-vb-sk72,,
pi-tv-bu-vb-sk73,,
pi-tv-bu-vb-sk74,,
pi-tv-bu-vb-sk75,,
pi-tv-bu-vb-ay1,,
pi-tv-bu-vb-ay2,,
pi-tv-bu-pm#pj1,,
pi-tv-bu-pm#pj2,,
pi-tv-bu-pm#pj3,,
pi-tv-bu-pm#pj4,,
pi-tv-bu-pm#ss1,,
pi-tv-bu-pm#ss2,,
pi-tv-bu-pm#ss3,,
pi-tv-bu-pm#ss4,,
pi-tv-bu-pm#ss5,,
pi-tv-bu-pm#ss6,,
pi-tv-bu-pm#ss7,,
pi-tv-bu-pm#ss8,,
pi-tv-bu-pm#ss9,,
pi-tv-bu-pm#ss10,,
pi-tv-bu-pm#ss11,,
pi-tv-bu-pm#ss12,,
pi-tv-bu-pm#ss13,,
pi-tv-bu-pm#as1,,
pi-tv-bu-pm#as2,,
pi-tv-bu-pm#as3,,
pi-tv-bu-pm#as4,,
pi-tv-bu-pm#as5,,
pi-tv-bu-pm#as6,,
pi-tv-bu-pm#as7,,
pi-tv-bu-pm#np1,,
pi-tv-bu-pm#np2,,
pi-tv-bu-pm#np3,,
pi-tv-bu-pm#np4,,
pi-tv-bu-pm#np5,,
pi-tv-bu-pm#np6,,
pi-tv-bu-pm#np7,,
pi-tv-bu-pm#np8,,
pi-tv-bu-pm#np9,,
pi-tv-bu-pm#np10,,
pi-tv-bu-pm#np11,,
pi-tv-bu-pm#np12,,
pi-tv-bu-pm#np13,,
pi-tv-bu-pm#np14,,
pi-tv-bu-pm#np15,,
pi-tv-bu-pm#np16,,
pi-tv-bu-pm#np17,,
pi-tv-bu-pm#np18,,
pi-tv-bu-pm#np19,,
pi-tv-bu-pm#np20,,
pi-tv-bu-pm#np21,,
pi-tv-bu-pm#np22,,
pi-tv-bu-pm#np23,,
pi-tv-bu-pm#np24,,
pi-tv-bu-pm#np25,,
pi-tv-bu-pm#np26,,
pi-tv-bu-pm#np27,,
pi-tv-bu-pm#np28,,
pi-tv-bu-pm#np29,,
pi-tv-bu-pm#np30,,
pi-tv-bu-pm#pc1,,
pi-tv-bu-pm#pc2,,
pi-tv-bu-pm#pc3,,
pi-tv-bu-pm#pc4,,
pi-tv-bu-pm#pc5,,
pi-tv-bu-pm#pc6,,
pi-tv-bu-pm#pc7,,
pi-tv-bu-pm#pc8,,
pi-tv-bu-pm#pc9,,
pi-tv-bu-pm#pc10,,
pi-tv-bu-pm#pc11,,
pi-tv-bu-pm#pc12,,
pi-tv-bu-pm#pc13,,
pi-tv-bu-pm#pc14,,
pi-tv-bu-pm#pc15,,
pi-tv-bu-pm#pc16,,
pi-tv-bu-pm#pc17,,
pi-tv-bu-pm#pc18,,
pi-tv-bu-pm#pc19,,
pi-tv-bu-pm#pc20,,
pi-tv-bu-pm#pc21,,
pi-tv-bu-pm#pc22,,
pi-tv-bu-pm#pc23,,
pi-tv-bu-pm#pc24,,
pi-tv-bu-pm#pc25,,
pi-tv-bu-pm#pc26,,
pi-tv-bu-pm#pc27,,
pi-tv-bu-pm#pc28,,
pi-tv-bu-pm#pc29,,
pi-tv-bu-pm#pc30,,
pi-tv-bu-pm#pc31,,
pi-tv-bu-pm#pc32,,
pi-tv-bu-pm#pc33,,
pi-tv-bu-pm#pc34,,
pi-tv-bu-pm#pc35,,
pi-tv-bu-pm#pc36,,
pi-tv-bu-pm#pc37,,
pi-tv-bu-pm#pc38,,
pi-tv-bu-pm#pc39,,
pi-tv-bu-pm#pc40,,
pi-tv-bu-pm#pc41,,
pi-tv-bu-pm#pc42,,
pi-tv-bu-pm#pc43,,
pi-tv-bu-pm#pc44,,
pi-tv-bu-pm#pc45,,
pi-tv-bu-pm#pc46,,
pi-tv-bu-pm#pc47,,
pi-tv-bu-pm#pc48,,
pi-tv-bu-pm#pc49,,
pi-tv-bu-pm#pc50,,
pi-tv-bu-pm#pc51,,
pi-tv-bu-pm#pc52,,
pi-tv-bu-pm#pc53,,
pi-tv-bu-pm#pc54,,
pi-tv-bu-pm#pc55,,
pi-tv-bu-pm#pc56,,
pi-tv-bu-pm#pc57,,
pi-tv-bu-pm#pc58,,
pi-tv-bu-pm#pc59,,
pi-tv-bu-pm#pc60,,
pi-tv-bu-pm#pc61,,
pi-tv-bu-pm#pc62,,
pi-tv-bu-pm#pc63,,
pi-tv-bu-pm#pc64,,
pi-tv-bu-pm#pc65,,
pi-tv-bu-pm#pc66,,
pi-tv-bu-pm#pc67,,
pi-tv-bu-pm#pc68,,
pi-tv-bu-pm#pc69,,
pi-tv-bu-pm#pc70,,
pi-tv-bu-pm#pc71,,
pi-tv-bu-pm#pc72,,
pi-tv-bu-pm#pc73,,
pi-tv-bu-pm#pc74,,
pi-tv-bu-pm#pc75,,
pi-tv-bu-pm#pc76,,
pi-tv-bu-pm#pc77,,
pi-tv-bu-pm#pc78,,
pi-tv-bu-pm#pc79,,
pi-tv-bu-pm#pc80,,
pi-tv-bu-pm#pc81,,
pi-tv-bu-pm#pc82,,
pi-tv-bu-pm#pc83,,
pi-tv-bu-pm#pc84,,
pi-tv-bu-pm#pc85,,
pi-tv-bu-pm#pc86,,
pi-tv-bu-pm#pc87,,
pi-tv-bu-pm#pc88,,
pi-tv-bu-pm#pc89,,
pi-tv-bu-pm#pc90,,
pi-tv-bu-pm#pc91,,
pi-tv-bu-pm#pc92,,
pi-tv-bu-pm#pd1,,
pi-tv-bu-pm#pd2,,
pi-tv-bu-pm#pd3,,
pi-tv-bu-pm#pd4,,
pi-tv-bu-pm#sk1,,
pi-tv-bu-pm#sk2,,
pi-tv-bu-pm#sk3,,
pi-tv-bu-pm#sk4,,
pi-tv-bu-pm#sk5,,
pi-tv-bu-pm#sk6,,
pi-tv-bu-pm#sk7,,
pi-tv-bu-pm#sk8,,
pi-tv-bu-pm#sk9,,
pi-tv-bu-pm#sk10,,
pi-tv-bu-pm#sk11,,
pi-tv-bu-pm#sk12,,
pi-tv-bu-pm#sk13,,
pi-tv-bu-pm#sk14,,
pi-tv-bu-pm#sk15,,
pi-tv-bu-pm#sk16,,
pi-tv-bu-pm#sk17,,
pi-tv-bu-pm#sk18,,
pi-tv-bu-pm#sk19,,
