sutta_uid,other_sutta_uid,partial,footnote
#commented-out texts are vinaya texts that are yet not supported by correspondence.csv
sn3.17,ea26.1-4,1,
sn3.17,sa-2.66,,
sn3.17,sa1239,1,
sn3.17,ma141,,
sn3.15,sf148,,
sn3.15,sa-2.64,,
sn3.15,sa1237,,
sn3.14,sa-2.63,,
sn3.14,sa1236,,
sn3.13,sa-2.73,,
sn3.13,sa1150,,
sn3.12,ea33.1,,
sn3.12,sa-2.72,,
sn3.12,sa1149,,
sn3.11,sa-2.71,,
sn3.11,sa1148,,
sn3.10,sa-2.62,,
sn3.10,sa1235,,
sn3.9,sf22,,
sn3.9,sa-2.61,,
sn3.9,sa1234,,
sn3.7,sa-2.57,,
sn3.7,sa1231,,
sn3.6,sa-2.58,,
sn3.6,sa1230,,
sn3.5,sa-2.56,,
sn3.5,sa1229,,
sn3.4,sa-2.55,,
sn3.4,sa1228,,
sn3.3,ea26.6,,
sn3.3,sa-2.67,,
sn3.3,sa1240,,
sn3.2,sa-2.4,1,
sn3.2,sa1065,1,
#sn3.1,skt-mu-kd17#sbvi182-#sbvi183,,
sn3.1,dq105,,
sn3.1,sa-2.53,,
sn3.1,sa1226,,
sn2.30,sa-2.307,,
sn2.30,sa1308,,
sn2.29,sa-2.305,,
sn2.29,sa1306,,
sn2.28,sa-2.172,,
sn2.28,sa588,,
sn2.26,ea43.1,,
sn2.26,sa-2.306,,
sn2.26,sa1307,,
sn2.25,sa-2.363,,
sn2.25,sa1343,,
sn2.24,sa-2.189,,
sn2.24,sa595,,
sn2.23,sa-2.136,,
sn2.23,sa999,,
sn2.22,sf210.333-335,,
sn2.22,sf9,,
sn2.22,sf3,,
sn2.22,sa-2.274,,
sn2.22,sa1276,,
sn2.21,sa-2.301,,
sn2.21,sa1302,,
sn2.20,sa-2.187,,
sn2.20,sa593,,
sn2.19,sa-2.138,,
sn2.19,sa1001,,
sn2.18,sa-2.169,,
sn2.18,sa585,,
sn2.17,sa-2.181,,
sn2.17,sa596,,
sn2.16,sa-2.170,,
sn2.16,sa586,,
sa-2.178,sa1269,,
sn2.15,sa-2.178,1,
sn2.15,sa1316,,
sn2.15,sa1269,1,
sn2.14,sa-2.182,1,
sn2.14,sa597,1,
sn2.12,sa-2.303,,
sn2.12,sa1304,,
sn2.11,sa-2.302,,
sn2.11,sa1303,,
sn2.10,dq102,,
sn2.9,sf276,,
sn2.9,dq124,,
sn2.9,dq103,,
sn2.9,sa-2.167,,
sn2.9,sa583,,
sn2.7,sa-2.304,,
sn2.7,sa1305,,
sn2.6,sa-2.312,,
sn2.6,sa1313,,
sn2.5,sa-2.310,,
sn2.5,sa1311,,
sn2.4,sa-2.309,,
sn2.4,sa1310,,
sn2.3,sa-2.308,,
sn2.3,sa1309,,
sn2.2,sa-2.317,,
sn2.2,sa1318,,
sn2.1,sa-2.316,,
sn2.1,sa1317,,
sn1.79,sa-2.290,,
sn1.79,sa1292,,
sn1.77,sa-2.290,,
sn1.77,sa1292,,
sn1.75,sa-2.314,,
sn1.75,sa1315,,
sn1.74,sa-2.234,,
sn1.74,sa1008a,,
sn1.73,sa-2.240,,
sn1.73,sa1013,,
sn1.72,sa-2.249,,
sn1.72,sa1022,,
sn1.71,sa-2.283,,
sn1.71,sa1285,,
sn1.70,sa-2.235,,
sn1.70,sa1008b,,
sn1.68,sa-2.238,,
sn1.68,sa1011,,
sn1.64,sa-2.237,,
sn1.64,sa1010,,
sn1.62,sa-2.236,,
sn1.62,sa1009,,
sn1.61,sa-2.247,,
sn1.61,sa1020,,
sn1.60,sa-2.248,,
sn1.60,sa1021,,
sn1.59,sa-2.241,,
sn1.59,sa1014,,
sn1.58,sa-2.246,,
sn1.58,sa1019,,
sn1.57,sa-2.244,,
sn1.57,sa1017,,
sn1.56,sa-2.243,,
sn1.56,sa1016,,
sn1.55,sa-2.245,,
sn1.55,sa1018,,
sn1.54,sa-2.231,,
sn1.54,sa1005,,
sn1.53,sa-2.137,,
sn1.53,sa1000,,
sn1.52,sa-2.289,,
sn1.52,sa1291,1,
sn1.51,sa-2.242,,
sn1.51,sa1015,,
sn1.50,sa-2.189,,
sn1.50,sa595,,
sn1.48,sa-2.187,,
sn1.48,sa593,,
sn1.47,sa-2.134,,
sn1.47,sa997,,
sn1.46,sa-2.171,,
sn1.46,sa587,,
sn1.43,sa-2.136,,
sn1.43,sa999,,
sn1.42,sa-2.135,,
sn1.42,sa998,,
sn1.41,sf21,,
sn1.40,sa-2.271,,
sn1.40,sa1273,,
sn1.39,sa-2.272,,
sn1.39,sa1274,,
sn1.38,sa-2.287,,
sn1.38,sa1289,,
sn1.37,sa-2.105,,
sn1.37,sa1192,,
sn1.36,sa-2.284,,
sn1.36,sa1286,,
sn1.35,sa-2.275,,
sn1.35,sa1277,,
sn1.34,sa-2.284,,
sn1.34,sa1286,,
sn1.32,sa-2.286,,
sn1.32,sa1288,,
sn1.31,sa-2.285,,
sn1.31,sa1287,,
sn1.30,sa-2.177,,
sn1.30,sa602,,
sn1.29,sa-2.172,,
sn1.29,sa588,,
sn1.28,sa-2.183,,
sn1.28,sa589,,
sn1.27,sht-sutta41,,
sn1.27,sa-2.176,,
sn1.27,sa601,,
sn1.26,sa-2.309,,
sn1.26,sa1310,,
sn1.25,t1509.1b,,
sn1.25,sa-2.166,,
sn1.25,sa581-582,,
sn1.24,sa-2.279,,
sn1.24,sa1281,,
sn1.23,sa-2.173,,
sn1.23,sa599,,
sn1.22,sa-2.273,,
sn1.22,sa1275,,
sn1.21,sa-2.170,,
sn1.21,sa586,,
sn1.20,sa-2.17,,
sn1.20,sa1078,,
sn1.19,sa-2.168,,
sn1.19,sa584,,
sn1.18,sa-2.163,,
sn1.18,sa578,,
sn1.17,sa-2.174,,
sn1.17,sa600,,
sn1.16,sa-2.175,,
sn1.16,sa598,,
sn1.15,sa-2.355,,
sn1.15,sa1335,,
sn1.14,sa-2.233,,
sn1.14,sa1007,,
sn1.13,sa-2.232,,
sn1.13,sa1006,,
sn1.12,sa-2.142,,
sn1.12,sa1004,,
sn1.11,ea31.9,,
sn1.11,sa-2.161,,
sn1.11,sa576,,
sn1.10,sf17,,
sn1.10,sa-2.132,,
sn1.10,sa995,,
sn1.9,sa-2.133,,
sn1.9,sa996,,
sn1.8,sa-2.165,,
sn1.8,sa580,,
sn1.7,sa-2.164,,
sn1.7,sa579,,
sn1.6,sa-2.141,,
sn1.6,sa1003,,
sn1.5,sa-2.311,,
sn1.5,sa1312,,
sn1.5,sa-2.140,,
sn1.5,sa1002,,
sn1.4,sa-2.139,,
sn1.3,sf20,,
sn1.3,sa-2.138,,
sn1.3,sa1001,,
sn1.2,sa-2.179,,
sn1.2,sa1268,,
sn1.1,sa-2.180,,
sn1.1,sa1267,,
an1.39,sf180.11,,
an1.42,sf183.21-23,,
an1.43,ea9.5,,
an1.44,ea9.6,,
an1.46,sf194,,
an1.47,sf177.2-3,,
an1.71,sf206.42,,
an1.170,ea8.2,,
an1.173,ea8.7,,
an1.174,ea8.10,,
an1.175-186,ea8.4,,
an1.188-234,ea4.1-10,,
an1.188-234,t126,1,Corresponding section is T ii 831a03–833c07.
an1.235-247,ea5.1-5,,
an1.235-247,t126,1,Corresponding section is T ii 833c08–25.
an1.248-257,ea6.1-4,,
an1.248-257,t126,1,Corresponding section is T ii 833c26–834a26.
an1.258-267,ea7.1-3,,
an1.258-267,t126,1,Corresponding section is T ii 834a27–b20.
an1.314,ea17.5,,
an1.314,sf206.511-513,,
an1.315,ea17.6,,
an1.315,sf206.521-523,,
an1.320-321,sf196.14-15,,
an1.324-327,sf196.21-22,,
an1.485-494,ea2.1-10,,
an1.485-494,t605,,
an2.1,ea18.2,1,
an2.2,ea-2.39,,
an2.6,sa1042,1,
an2.9,sa1243,,
an2.9,ea18.1,,
an2.9,ea-2.40,,
an2.10,sf225.8,,
an2.11,sa661,,
an2.12,t1536.2,,
an2.19,ea-2.41_1,,
an2.19,sht-sutta77,,
an2.21,sf235.11-12,,
an2.25-26,ea18.9,1,
an2.31,ea20.7,1,
an2.32,ea20.5,1,
an2.33,ea20.11,,
an2.33,t141,1,
an2.33,sf86,,
an2.33,sf99,,
an2.35,ma127,,
an2.35,sa992,,
an2.35,ea42.8,1,
an2.36,ma21,,
an1.41,sf183.11-13,,
an2.37,sa546,,
an2.38,sa547,,
an2.38,ea19.9,,
an2.42,sa1343,,
an2.42,sa-2.363,,
an2.42,sf217.41-44,,
an2.43,sf217.31-34,,
an2.44,sf217.21-24,,
an2.45,sf217.71-74,,
an2.46,sf217.11-14,,
an2.48,sf217.51-54,,
an2.49,sf217.61-64,,
an2.53,ea17.2,,
an2.56-57,ea17.3,1,
an2.59,ea19.4,,
an2.60,sf225.61,,
an3.40,t1548.25,,
an2.119,ea-2.32,,
an2.120,ea-2.36,,
an2.121,ea-2.34,,
an2.122,ea-2.35,,
an2.126,sf225.3,,
an2.130-133,sf225.z1-z4,,
an2.134,ea18.10,1,
an2.141,ea15.3,,
an2.45,sf118,,
an2.142,ea15.4,,
an7.3,sa688,,
an3.2-9,ea22.6,,
an3.16,ea21.6,,
an3.17,sa1245,,
an3.20,sa-3.6,,
an3.29,ea-2.3_41,,
an3.29,sf11,,
an3.32,sa982,,
an3.33,sa983,,
an3.33,sa-3.8,1,
an3.33,sf14,1,
an3.33,sht-sutta44,,
an3.35,ea28.3,,
an3.36,da30,1,"Correspondence reference is DA 30.4, T i 126b09–127a26."
an3.36,t24,1,Correspondence reference is T i 330c18–332b9.
an3.36,t25,1,Correspondence reference is T i 365a15–387b6.
mn12,an10.21,1,
an3.36,t212.9,1,Correspondence reference is T iv 668a04–669b10.
an3.36,t741,1,
an3.37-38,ma202,,
an3.37-38,t87,,
an3.37-38,t88,,
an3.37-38,t89,,
an3.37-38,sa1117,,
an3.37-38,sa-2.46,,
an3.37-38,ea24.6,,
an3.37-38,sht-sutta55,,
an3.39,ma117,,
an3.39,ea22.8,1,
an3.41,ea24.7,1,
an3.42,ea-2.43,,
an3.42,sf4,,
an3.45,ea-2.47,1,
an3.47,ea22.5,1,
an3.48,ea50.7,1,
an3.51-52,sa1163,,
an3.51-52,sa-2.86-7,,
an3.56,ea-2.14,,
an3.57,sa95,,
an3.57,sa-2.261,,
an3.57,sa-3.2,,
an3.57,sht-sutta45,,
an3.58-59,sa884-885,1,
an3.60,ma143,,
an3.61,ma13,,
an3.62,sa758,,
an3.62,sf252,,
an3.64,sa970,,
an3.64,sa-2.204,,
an3.64,sf132,,
an3.64,sf82,1,
an3.65,ma16,,
an3.67,ma119,,
an3.68,ea-2.45,1,
an3.69,ea-2.46,,
an3.70,ma202,,
an3.70,t87,,
an3.70,t88,,
an3.70,t89,,
an3.70,sa861-863,,
an3.70,ea24.6,,
an3.71,sa973,1,
an3.71,sa-2.207,1,
an3.73,sa934,,
an3.73,sa-2.158,,
an3.74,sa563,,
an3.75,ea21.4,,
an3.76,ea-2.42,,
an3.79,sa1073,,
an3.79,sa-2.12,,
an3.79,t116,,
an3.79,t117,,
an3.79,ea23.5,,
an3.79,sf273,,
an3.80,sa423-425,1,
an3.82,sa828,,
an3.82,ea16.4,,
an3.83,sa827,,
an3.84,sa829,,
an3.84,sf134,,
an3.85,sa642,,
an3.85,sa824,,
an3.86,sa821,,
an3.87,sa820,,
an3.88,sa819,,
an3.89,sa817,,
an3.89,sa832,,
an3.89,sf135,,
an3.90,sa816,,
an3.90,sf135,,
an3.91,sa830-831,,
an3.91,sf134,,
an3.96-98,sa920,,
an3.96-98,sa-2.146,,
an3.96-98,t114,,
an3.100,ma11,,
an3.101,sa1246,,
an3.102,sa1247,,
an3.108,ea22.10,1,
an3.109,ea-2.2,,
an3.118,sa1047,,
an3.127,sa594,,
an3.127,sa-2.188,,
an3.128,sa1081,,
an3.128,sa-2.20,,
an3.129,ea22.9,1,
an3.131,ea22.4,,
an3.140,sa917,,
an3.140,sa-2.143,,
an3.141,sa918,,
an3.141,sa-2.144,,
an3.142,sa919,,
an3.142,sa-2.145,,
an3.183-352,ea24.10,,
an4.5,t1536.9a,,
an4.7,sa873,,
an4.7,ea27.7,,
an4.8,ea27.6,,
an4.8,ea46.4,1,
an4.9,ea29.8,1,
sn46.37,sa707,,
an4.9,sf2,,
an4.9,sf8,,
an4.10,t1536.8a,,
an4.10,ea-2.4,,
an4.13,sa875-876,,
an4.14,ea-2.11,,
an4.14,sht-sutta47,,
an4.14,sa879,,
an4.14,gf10,,
an2.60,sf115,,
an4.17,t1536.8b,,
an4.21,sa1188,,
an4.21,sa-2.101,,
an4.23,ma137,,
an2.126,sf114,,
an4.28,t1536.6,,
an4.29,t1536.7a,,
an4.31,ea-2.7,,
an4.32,sa669,,
an4.32,ea-2.6,,
an4.34,sa902-904,1,
an4.34,ea21.1,,
an4.36,sa101,,
an4.36,sa-2.267,,
an4.36,ea38.3,1,
an4.36,gf10,,
an4.37,ea-2.12,,
an4.39,sa89,,
an4.39,sa-2.89,,
an4.40,sa90,,
an4.40,sa-2.90,,
an4.40,sf23,,
an4.41,t1536.7d,,
an4.42,t1536.8c,,
an4.45,ea43.1,1,
an4.45,sa1307,,
an4.45,sa-2.306,,
mn59,sht-sutta79,,
an5.205,an10.14,1,
an4.49,ea-2.5,,
an4.50,ea28.2,,
an4.67,t505,,
an4.67,sf264,,
sn21.7,an4.48,,
sn17.36,an4.68,,
an4.69,sa875-876,,
an4.70,ea17.11,1,
an4.77,sa406-407,1,
an4.77,ea29.6,1,
an4.88,ea28.7,,
an4.95,ea-2.9,1,
an4.97,t1536.9b,,
an4.97,ea-2.8,1,
an4.97,sht-sutta78,,
an4.102,ea25.10,,
an4.102,ea-2.10,,
"an4.105",ea25.7,,
an4.111,sa923,,
an4.113,sa922,,
an4.113,sa-2.148,,
an4.123-124,ma168,,
an4.127,ma32,1,
an4.128,ea25.3,,
an4.152,sa-3.18,,
an4.152,sa667,1,
an4.153,sa670-672,1,
an4.156,ea50.9,1,
an4.159,sa564,,
an4.162,ea31.3,1,
an4.164,t1536.7c,,
an4.170,sa560,,
an4.173,sa249,,
an4.175,ma211,,
an4.175,sa251,,
an4.176,sf225.z1-z4,,
an4.177,sa465,1,
an4.178,sa492,,
an4.180,da2,1,Corresponding section is T i 17b29–18a23.
an4.180,ea28.5,,
an4.185,sa972,1,
an4.185,sa-2.206,1,
an4.185,ea26.8,1,
an4.185,sf132,,
an4.185,sf93,,
an4.186,ma172,,
an4.186,t82,,
an4.189,t1536.7b,,
an4.194,sa565,,
an4.195,ma12,,
an4.198,t1536.9c,,
an4.199,sa984,,
an4.199,sf14,1,
an4.200,sa985,,
an4.201,sa1055,,
an4.207-210,sa1053,,
an4.233,t1536.7e,,
an4.250,t1536.10a,,
an4.251,t1536.10b,,
an4.252,t1536.10c,,
an4.253,t1536.10d,,
an4.259-260,sa921,,
an4.259-260,sa-2.147,,
an5.1,sa677-678,,
an5.2,ea32.1,,
an5.5,sa681-683,,
an5.13,sa673,,
an5.14-15,sa675,,
an5.21-22,ma49-50,,
an5.26,t1536.14,,
an5.29,ea-2.20,,
an5.29,sht-sutta46,,
an5.30,sa1250,,
an5.31,ma148,1,
an5.31,sa94,1,
an5.31,ea17.8,1,
an5.34,ea52.6,,
an5.34,ea32.10,1,
an5.34,sf130,,
an5.36,ea32.12,,
an5.36,ea-2.15,,
an5.37,ea32.11,,
an5.37,t132a,,
an5.40,ea50.7,,
an5.41,ma126,1,
an5.42,ea-2.13,,
an5.48,ea34.6,1,
an5.50,ea32.7,,
an5.51,ea-2.19,1,
an5.52,ea32.2,,
an5.52,sa767,1,
an5.57,ma117,1,
an5.75,ea33.3,,
an5.76,ea33.4,1,
an5.110,ea-2.21,,
an5.140,ea-2.26,,
an5.148,ea-2.16,,
an5.153,ea-2.17,,
an5.162,ma25,,
an5.166,ma22,,
an5.167,sa497,,
an5.168,ma48,,
an5.168,sa495,,
an5.170,sa484,,
an5.176,sa482,,
an5.179,ma128,,
an5.124,ea32.9,,
an5.192,ma158,,
sn46.55,an5.193,,
an5.195,sf245.11.12-20,,
an5.202,ea36.1,,
an1.40,sf180.12-13,,
an5.205,ma206,1,
an5.205,ea51.4,1,
an5.208,ea36.3,,
an5.215,ea-2.24,,
an5.216,ea-2.25,,
an5.221,ea33.7,,
an5.241-244,ea-2.22,1,
an5.250,ea-2.23,,
an6.1,t1536.15b,,
an6.2,ea37.5,,
an5.123,ea32.8,,
an7.3,sa689,,
an6.10,sa931,,
an6.10,sa-2.156,,
an6.10,t1536.16b,,
an6.10,t1537.8,,
an6.11,t1536.15d,,
an6.12,ea37.1,,
an6.12,t1536.15d,,
an6.25,t1536.16b,,
an6.19,ea40.8,,
an6.26,sa550,,
an6.30,t1536.16c,,
an6.32,t1536.15a,,
an6.35,t1536.16a,,
an6.36,t1536.15c,,
an6.37,ea37.4,1,
an6.38,sa459,,
an6.41,sa494,,
an6.42,sa1250-1251,,
an6.43,ma118,,
an6.44,sa991,,
an6.45,ma125,,
an6.52,ma149,,
an6.52,ea37.8,,
an6.54,ma130,,
an6.55,ma123,,
an6.55,sa254,,
an6.55,ea23.3,,
#an6.55,t1421.21,,
#an6.55,t1428.39,,
an6.55,sf274,,
an6.55,sf278,,
an6.56,sa1023,,
an6.57,t1536.16d,,
an6.60,ma82,,
an6.61,sa1164,,
an6.62,ma112,,
an6.62,t58,,
an6.63,ma111,,
an6.63,t57,,
an6.64,sa686-687,,
an7.4,sa691,,
an7.11-12,ea40.3,1,
an7.15,ma4,,
an7.15,t29,,
an7.15,ea39.3,,
an7.22,ma142,,
an7.22,ea40.2,,
an7.44,ea39.5,,
an7.47,sa93,,
an7.47,sa-2.259,,
an7.50,ea37.9,,
an7.50,sf40,,
an7.54,ma220,,
an7.54,t93,,
an7.55,ma6,,
an7.61,ma83,,
#an8.6,t1425.4,,
an7.61,t47,,
an7.62,ma138,,
an7.62,sf210.61,,
an7.63,t141,,
an7.63,t142a,,
an7.63,t143,,
an7.63,ea51.9,,
an7.64,ma129,,
an7.65,ma45-46,,
an7.66,da5,,
an7.66,ma8,,
an7.66,t30,,
an7.66,ea40.1,,
an7.67,ma3,,
an7.67,ea39.4,,
an7.68,ma1,,
an7.68,t27,,
an7.68,ea39.1,,
an7.69,ma2,,
an7.69,t28,,
an7.69,ea39.2,,
an7.72,ma5,,
an7.72,ea33.10,,
an7.73-74,ma160,,
an8.5,ea43.8,,
an8.9,sa275,,
an8.9,sa-2.6,,
an8.10,ma122,,
an8.10,t64,,
an8.11,ma157,,
an8.11,t75,,
an8.12,ma18,,
#an8.12,t1421.22,,
#an8.12,t1428.42a,,
an8.13,sa925,,
an8.13,sa-2.150,,
an8.13,t115,,
an8.14,sa924,,
an8.14,sa-2.149,,
an8.14,t115,,
an8.17,ea44.5,1,
an8.19,ma35,,
an8.19,ea42.4,,
an8.20,ma37,,
an8.20,t33,,
an8.20,t34,,
an8.20,t35,,
an8.20,ea48.2,,
#an8.20,t1421.28,,
an8.21-22,ma38,,
an8.23,ma41,,
an8.24,ma40,,
an8.25,sa929,,
an8.25,sa-2.154,,
an8.27,sa692,,
an8.27,sa693,,
an8.27,ea38.1,1,
an8.28,sa694-698,1,
an8.29,ma124,,
an8.29,ea42.1,,
an8.30,ma74,,
an8.30,t46,,
an8.30,ea42.6,,
an8.31,t1536.18a,,
an8.34,tib78,1,
an8.35,t1536.18c,,
an8.37,ea42.9,,
an8.41,ea43.2,,
an8.42,ma202,1,
an8.43,ma202,,
an8.43,t87,,
an8.43,t88,,
an8.43,t89,,
an8.51,ma116,,
an8.51,t60,,
#an8.51,t1421.29a,,
#an8.51,t1428.48,,
an8.51,t1451.29,,
an8.54,sf23,,
an8.55,sa91,,
an8.55,sa-2.91,,
an8.56,ea-2.28,,
an8.59-60,ea43.10,1,
an8.64,ma73,,
an8.65,t1536.19a,,
an8.66,t1536.18d,,
an8.69,ea42.7,,
an8.70,ma36,,
an8.70,ea42.5,,
an8.73,ea40.8,1,
an8.80,t1536.18b,,
an8.81,ma44-46,1,
an8.83,ma113,,
an8.83,t59,,
an8.86,sa1250,,
an9.1,ma57,,
an9.3,ma56,,
an9.6,ma107,1,
an9.6,ea45.3,1,
an9.10,ea44.8,,
an9.11,ma24,,
an9.11,ea37.6,,
an9.13,ma29,,
an9.13,sa344,1,
an9.15,ea-2.29,,
an9.20,ma155,,
an9.20,t72,,
an9.20,t73,,
an9.20,t74,,
an9.20,ea27.3,,
an9.22,sa919,,
an9.22,sa-2.145,,
an9.24,ea44.1,,
an9.26,sa499,,
an9.37,sa557,1,
an9.71-72,ma206,1,
an9.71-72,ea51.4,1,
an10.1,ma42,1,
an10.2,ma43,1,
an10.3,ma47,1,
an10.45,sa495,,
an10.45,ma48,1,
an10.17,ma95,1,
an10.20,ea46.2,,
an10.20,sa71,1,
an10.21,sa684,,
an10.21,sa701,,
an10.21,ea46.4,,
an10.21,t757.1,1,
an10.21,t780a,,
an10.21,t781,,
an10.21,t802,,
an10.21,sf95,,
an10.21,sf243,,
an10.21,sf261,,
an10.21,sf141,,
an10.24,ma90,,
an10.25,t1536.19b,,
an10.26,sa549,,
an10.27,ea46.8,,
an10.27,sa486-489,1,
an10.29,ma215,,
ea-2.41,an2.19_an3.29,,
ea-2.3,an3.29_sn22.57,,
an10.31,ea46.1,,
an10.45,ea46.6,,
an10.46,sa1121,,
an10.51,ma110,,
an10.53,ma95,,
an10.54,ma109,,
an10.55,ma96,,
an10.56,ea46.9,,
an10.57,ea46.10,,
an10.58,ma113,,
an10.58,t59,,
an10.60,dq100,,
an10.116,ma188,1,
an10.115,ma188,1,
an10.70,ea47.4,1,
an10.69,ea47.4,,
sn35.121,sa200,1,
an10.72,ma84,,
an10.75,sa990,,
an10.76,sa346,,
an10.76,sa760,,
an10.76,sf174,,
an10.83,sa966,,
an10.83,sa-2.200,,
an10.83,sf134,,
sa-2.200,sf78,1,
sa969,sf81,1,
an10.87,ma94,,
an10.91,ma126,,
an10.91,t65,,
an10.93,sa968,,
an10.93,sa-2.202,,
an10.93,sf132,,
an10.95,sa965,,
an10.95,sa-2.199,,
an10.96,sa967,,
an10.96,sa-2.201,,
an10.96,sf132,,
an10.96,sf92,,
sa966,sf78,1,
an10.103,sa786,,
an10.104,sa787-788,,
an10.108,ea21.7,,
an10.108,ea-2.45,,
an10.111,sa748,,
an10.115-116,ma188,,
an10.117,sa771,1,
an10.119,an10.167,1,
an10.120,an10.168,1,
an10.167,sa1040,,
an10.170,sa1051,,
an10.174,sa1049,,
an10.175,sa1050,,
an10.176,sa1039,,
an10.177,sa1041,,
an10.191,sa1052,,
an10.192,sa1054,,
an10.198,sa1060-1061,,
an10.199-210,sa1045,,
an10.216,sa1046,,
an10.217,sa1047,1,
an10.217,ea48.1,1,
an10.217-219,ma15,,
an10.221,sa1056,1,
an10.221,ea47.1,,
an10.222,sa1057,,
an10.223,sa1058,,
an10.224,sa1059,,
an11.1,ma42,,
an11.2,ma43,,
an11.3,ma47,,
an11.4-5,ma48,,
an11.4-5,sa495,,
an11.9,sa926,,
an11.9,sa-2.151,,
an11.11,sa932,,
an11.11,sa-2.157,,
an11.12,sa933,,
an11.13,sa858,,
an11.13,t113,,
an11.15,ea49.10,,
an11.15,t138,,
an11.15,sht-sutta4,,
an10.21,t780b,,
#an8.20,t1435.33,,
#sn56.11,t1435.60,1,
sn56.11,t1450.6,,
sn56.11,lal26,,
#sn56.11,pancavaggiyakatha,,
sn56.11,ps2.7.1,,
sn4.25,lal21,,
sn56.12,t110,,
sn56.12,dq126,,
#sn56.12,t1435.60,,
kp5,snp2.4,,
kp6,snp2.1,,
kp9,snp1.8,,
an10.217,an10.218,1,
an10.217,ma15,1,
an10.218,ma15,1,
an10.219,ma15,1,
sn10.8,ma28,1,
sn12.1-2,ea49.5,1,
sn12.13,sa353,,
sn12.14,sa352,,
sn2.15,sa-2.315,,
sn35.24,sa224,,
sn35.25,sa225,1,
sn4.3,sa1093,,
sn4.3,sa-2.32,,
#sn4.5,skt-lo-mvu106,1,
sn4.5,sa1096,,
#sn4.5,skt-mu-kd17#sbvi148,1,
sn46.50,sa717,1,
sn46.76,sa747,,
sn55.26,mn143,1,
an10.61,ma52,1,
an10.61,ma53,1,
an10.61,t36,1,
an10.61,t37,1,
an10.62,ma51,1,
an10.62,ma52,,
an10.62,ma53,,
an10.62,t36,1,
an10.62,t37,1,
sa-2.4,sa1065,,
sa-2.6,sa1066,,
sa-2.11,sa1072,,
sa-2.13,sa1074,,
sa-2.14,sa1075,,
sa-2.15,sa1076,,
sa-2.19,sa1080,,
sa-2.21,sa1082,,
sa-2.76,sa1153,,
sa-2.82,sa1159,,
sa-2.84,sa1161,,
sa-2.85,sa1162,,
sa-2.86,sa1163,,
sa-2.87,sa1163,,
sa-2.92,sa1178,,
sa-2.153,sa928,,
sa-2.184,sa590,,
sa-2.185,sa591,,
sa-2.194,sa960,,
sa-2.205,sa971,,
sa-2.208,sa974,,
sa-2.209,sa975,,
sa-2.210,sa976,,
sa-2.212,sa978,,
sa-2.213,sa979,,
sa-2.239,sa1012,,
sa-2.254,sa1220,,
sa-2.255,sa1221,,
sa-2.256,sa993,,
sa-2.257,sa994,,
sa-2.260,sa94,,
sa-2.266,sa100,,
sa-2.268,sa102,,
sa-2.269,sa1270,,
sa-2.270,sa1271,,
sa-2.277,sa1279,,
sa-2.278,sa1280,,
sa-2.280,sa1282,,
sa-2.281,sa1283,,
sa-2.282,sa1284,,
sa-2.288,sa1290,,
sa-2.291,sa1293,,
sa-2.292,sa1294,,
sa-2.293,sa1295,,
sa-2.294,sa1296,,
sa-2.295,sa1297,,
sa-2.296,sa1298,,
sa-2.297,sa1299,,
sa-2.300,sa1301,,
sa-2.313,sa1314,,
sa1269,sa1316,1,
sa-2.319,sa1320,,
sa-2.322,sa1323,,
sa-2.328,sa1329,,
sa-2.329,sa1330,,
sa-2.337,sa944,,
sa-2.344,sa951,,
sa-2.347,sa954,,
sa-2.348,sa954,,
sa-2.349,sa955,,
#sn4.4,skt-lo-mvu106,,
#sn4.4,skt-mu-kd17#sbvi148,,
sa1269,sa-2.315,1,
sa1316,sa-2.178,1,
sa-2.178,sa-2.315,1,
sn44.8,sa959,1,
sa959,sa-2.192,1,
sa959,sa-2.193,1,
sa959,sa-2.192-193,,
an2.44,sf119,,
an2.43,sf120,,
an2.42,sf121,,
an2.46,sf123,,
an5.193,sf124,,
an1.39,sf125,,
an1.40,sf126,,
an1.41,sf127,,
an1.42,sf128,,
an2.21,sf110,,
an2.141,sf111,,
an2.142,sf112,,
an2.11,sa-3.16,,
an2.126,ea15.10,,
an4.9,sf199.91,,
an5.205,mn16,1,
an5.223,ea33.8-9,,
an5.206,mn16,1,
an5.206,an10.14,1,
an5.206,ma206,1,
an5.206,ea51.4,1,
an5.203,sf186,,
an7.3,sa690,,
an8.54,sa91,1,
an8.54,sa-2.91,1,
dn16,an8.65,1,Corresponding section is DN ii 111–112.
dn16,an8.66,1,Corresponding section is DN ii 111–112.
dn16,an8.69,1,Corresponding section is DN ii 109–110.
dn16,an8.70,1,Corresponding section is DN ii 102–109.
an11.17,dq104,,
an3.31,an4.63,1,
an3.48,an5.40,1,
an3.50,an5.103,1,
an3.96,an4.259,1,
an3.98,an4.260,1,
an3.135,an7.36,1,
an4.34,an5.32,1,
iti90,an4.34,1,
iti90,an5.32,1,
an4.51,an5.45,1,
an4.112,an5.203,1,
an5.24,an6.50,1,
an5.24,an7.65,1,
an5.24,an8.81,1,
an5.24,an10.3,1,
an5.24,an11.3,1,
an6.50,an7.65,1,
an6.50,an8.81,1,
an6.50,an10.3,1,
an6.50,an11.3,1,
an7.65,an8.81,1,
an7.65,an10.3,1,
an7.65,an11.3,1,
an8.81,an10.3,1,
an8.81,an11.3,1,
