sutta_uid,other_sutta_uid,partial,footnote
#commented-out texts are vinaya texts that are yet not supported by correspondence.csv
sn55.32,sa1132-1134,,
sn55.32,sa840,,
sn55.31,sa1131,,
sn55.31,sa838,,
sn55.30,sa833,,
sn55.29,sa845,,
sn55.28,sa846,,
sn55.27,sa1031,,
sn55.26,sht-sutta66,,
sn55.26,sa-2.187,1,
sn55.26,ma28,1,
sn55.24,sa-2.160,,
sn55.24,sa936,,
sn55.23,sa-2.159,,
sn55.23,sa935,,
sn55.22,sa-2.155,,
sn55.22,sa930,,
sn55.21,ea41.1,1,
sn55.20,sa1135,,
sn55.18,sa507,,
sn55.16-17,sa836,,
sn55.12,sa842,,
sn55.10,sa854,,
sn55.9,sa851,,
sn55.8,sa852-853,,
sn55.7,sa1044,,
sn55.6,sa860,,
sn55.5,sa843,,
sn55.4,sa844,,
sn55.3,sa1034,,
sn55.2,sa1127,,
sn55.1,sa835,,
sn54.15-16,sa811-812,,
sn54.13,sa810,,
sn54.12,sa808,,
sn54.11,sa807,,
sn54.10,sf134,,
sn54.10,sa813,,
sn54.9,sa809,,
sn54.8,sa814,1,
sn54.7,sa806,,
sn54.6,sa805,,
sn54.2-5,sa804,,
sn54.1,sa-3.15,1,
sn54.1,sa803,,
sn52.23,sa539,,
sn52.10,sa540,1,
sn52.10,sa541,,
sn52.8,sa545,1,
sn52.6,sa538,1,
sn52.6,sa537,,
sn52.4-5,sa542-543,,
sn52.2,sa535,1,
sn52.1,sa536,1,
sn51.15,sa561,,
sn51.1,ea29.7,1,
sn50.1,sa673,,
sn49.13-22,sa882,,
sn49.1-12,sa875-878,,
sn48.65,sa738,,
sn48.65,sa734,,
sn48.52,sa655-658,1,
sn48.52,sa654,,
sn48.50,sa-2.346,1,
sn48.50,sa953,1,
sn48.50,sa659,,
sn48.23,sa642,,
sn48.20,sa649,,
sn48.18,sa652,,
sn48.14,sa652,,
sn48.13,sa653,,
sn48.12,sa739,1,
sn48.12,sa735,1,
sn48.12,sa648,,
sn48.10,sa658,1,
sn48.10,sa655,1,
sn48.9-10,sa647,,
sn48.8,sa675,,
sn48.8,sa646,,
sn48.6-7,sa650-651,,
sn48.4-5,sa645,,
sn48.2-3,sa644,,
sn48.1,sa643,,
sn47.46,sa637,1,
sn47.43,sa-3.4,,
sn47.43,sa-2.102,,
sn47.43,sa1189,,
sn47.42,sa609,,
sn47.41,sa608,1,
sn47.39,sa610,,
sn47.33,sa608,1,
sn47.30,sa1038,,
sn47.28,sa537,,
sn47.26,sa627,1,
sn47.24,sa606,,
sn47.23,sa629,,
sn47.21,sa628,1,
sn47.20,sa623,,
sn47.19,sa619,,
sn47.17,sa634,,
sn47.16,sa624,,
sn47.15,sa625,,
sn47.14,sa639,,
sn47.13,ea26.9,1,
sn47.13,sa638,,
sn47.12,sa498,,
sn47.12,da18,,
sn47.11,sa614,,
sn47.10,sa615,,
sn47.9,sf245.14.1-26,,
sn47.9,dn16,1,
sn47.9,t1451.36,1,
sn47.9,t6,1,
sn47.9,t5,1,
sn47.9,da2,1,
sn47.8,sa616,,
sn47.7,sa620,,
sn47.6,sa617,,
sn47.5,sa611,,
sn47.4,sa621,,
sn47.3,ma76,1,
sn47.2,sa622,,
sn47.1,sa607,,
an10.18,ma95,1,
sn46.69-76,sa747,,
sn46.68,sa742,,
sn46.67,sa741,,
sn46.66,sa746,,
sn46.62,sa744,,
sn46.57-61,sa747,,
sn46.56,sa711-712,,
sn46.55,sf186,,
sn46.54,sa743,,
sn46.53,sa714,,
sn46.52,sa713,,
sn46.51,sa715,,
an10.61,an10.62,1,
sn46.42,ea39.7,,
sn46.42,t38,,
sn46.42,ma58,,
sn46.42,sa721-722,,
sn46.41,sa730,,
sn46.40,sa706,,
sn46.39,sa708,,
an10.61,ma51,1,
sn46.36,sa705,,
sn46.34,sa705,,
sn46.29,sa716,1,
sn46.27,sa729,,
sn46.24,sa725,1,
sn46.24,sa704,,
sn46.23,sa709,1,
sn46.22,sa728,,
sn46.16,sf251,,
sn46.16,sf245.30.10-22,,
sn46.16,ea39.6,1,
sn46.16,sa727,,
sn46.10,sa732,,
sn46.8,sa719,,
sn46.5,sa737,1,
sn46.5,sa733,,
sn46.4,sa718,,
sn46.3,sa724,1,
sn46.3,sa740,1,
sn46.3,sa736,1,
sn46.2,sa715,,
sn45.141-148,sf100,,
sn45.141-148,t765.1,,
sn45.141-148,sa-2.66,,
sn45.141-148,sa1239,,
sn45.141-148,ma141,,
sn45.139,sa902,,
sn45.84,sa778-780,,
sn45.83,sa781,1,
sn45.83,sa775-777,1,
sn45.77,sa778-780,,
sn45.76,sa781,1,
sn45.76,sa775-777,1,
sn45.55,sa748,,
sn45.37-40,sa800,,
sn45.36,sa798,,
sn45.36,sa794-795,,
sn45.35,sa799,,
sn45.35,sa796-797,,
sn45.34,sa771,,
sn45.30,sa752,,
sn45.29,sa759,,
sn45.24,sa751,,
sn45.21,t112,,
sn45.21,sa784,,
sn45.21,sa770,,
sn45.16-17,sa766,,
sn45.15,sa764,1,
sn45.13,sa761,,
sn45.8,t112,1,
sn45.8,sa784,1,
sn45.7,sa753,1,
sn45.5,sa783,1,
sn45.4,sa769,,
sn45.2,dq115,,
sn45.2,sa768,,
sn45.2,sa726,,
sn45.1,sa749,,
sn44.11,sa-2.193,,
sn44.11,sa959,1,
sn44.10,sa-2.195,,
sn44.10,sa961,,
sn44.9,sa-2.190,1,
sn44.9,sa957,1,
sn44.8,sa-2.192,,
sn44.7,sa-2.191,,
sn44.7,sa958,,
sn44.2,sa106,,
sn43.11-43,sa890,,
sn42.13,ma20,,
sn42.12,sa-2.127,,
sn42.12,sa912,,
sn42.11,sa-2.128,,
sn42.11,sa913,,
sn42.10,sa-2.126,,
sn42.10,sa911,,
sn42.9,sa-2.129,,
sn42.9,sa914,,
sn42.8,sa-2.131,,
sn42.8,sa916,,
sn42.7,sa-2.130,,
sn42.7,sa915,,
sn42.6,ma17,,
sn42.5,sa-2.124,,
sn42.5,sa909,,
sn42.3,sa-2.123,,
sn42.3,sa908,,
sn42.2,sa-2.122,,
sn42.2,sa907,,
sn42.1,sa-2.125,,
sn42.1,sa910,,
sn41.10,sa575,,
sn41.9,sa573,,
sn41.8,sa574,,
sn41.7,sa567,,
sn41.6,sa568,,
sn41.5,sa566,1,
sn41.4,sa571,,
sn41.3,sa570,,
sn41.2,sa569,,
sn41.1,sa572,,
sn40.10,ea36.5,1,
sn40.10,sa506,,
sn40.10,sa988-989,,
sn40.9,sa502,,
sn39.1-16,sa491,,
sn37.27-28,sa-3.19,1,
sn37.27-28,ea35.4,,
sn36.30-31,sa483,,
sn36.27-29,sa480,,
sn36.26,sa478,,
sn36.24,sa475,,
sn36.23,sa476,,
sn36.21,sa-2.211,,
sn36.21,sa977,,
sn36.17-18,sa476,,
sn36.15-16,sa474,,
sn36.14,sa472,,
sn36.12-13,sa471,,
sn36.11,sa476,,
sn36.11,sa473,,
sn36.10,sa466,,
sn36.8,sa1029,,
sn36.7,sa1028,,
sn36.6,sa470,,
sn36.5,sa467,,
sn36.4,sa469,,
sn36.3,sa468,,
sn36.1,sa473,,
sn35.248,sa1168,,
sn35.247,ea38.8,1,
sn35.247,sa1170-1171,,
sn35.246,sa1169,,
sn35.245,sa1175,,
sn35.244,sa1173,,
sn35.243,sf280,,
sn35.243,sa1176,,
sn35.241,ea43.3,,
sn35.241,sa1174,,
sn35.240,sa1167,,
sn35.238,sf15,,
sn35.238,ea31.6,,
sn35.238,sa1172,,
sn35.236-237,sa1166,,
sn35.235,sa241,,
sn35.233,sa559,,
sn35.232,sa250,,
sn35.230,sa245,,
sn35.229,sa216,,
sn35.228,sa217,,
sn35.167,sa202,,
sn35.161,sa206,,
sn35.160,sa207,,
sn35.158-159,sa189,1,
sn35.156-157,sa188,1,
sn35.151,sa235,,
sn35.148-150,sa220,,
sn35.147,sa219,,
sn35.138-139,sa274,,
sn35.136,sa308,,
sn35.135,sa210,,
sn35.134,sa212,,
sn35.133,sf284,,
sn35.133,sa253,,
sn35.132,sa255,,
sn35.130,sa553,,
sn35.129,sa460,,
sn35.127,sf69,,
sn35.127,sa1165,,
sn35.124,sa237,,
sn35.123,sa240,,
sn35.122,sa239,,
ea-2.1,sn22.57_a,,
sn35.117,sa211,,
sn35.116,sa234,,
sn35.114-115,sa244,,
sn35.111-112,sa242,,
sn35.110,sa240,,
sn35.109,sa239,,
sn35.108,sa150-151,1,
sn35.108,sa149,,
sn35.107,sa233,,
sn35.106,sa218,,
sn35.105,sa146,,
sn35.103,ma114,,
sn35.101-102,sa274,,
sn35.100,sa206,,
sn35.99,sa207,,
sn35.97,t107,1,
sn35.97,sa277,1,
sn35.96,sa278,,
sn35.95,sa312,,
sn35.94,sa279,,
sn35.93,sa214,1,
sn35.92-93,sa273,1,
sn35.92,sa213,,
sn35.90-91,sa226-227,,
an5.37,t132b,,
an7.63,t142b,,
sn35.85,sa232,,
sn35.82,sa231,,
sn35.81,sa114,,
sn35.75,sa1026,,
sn35.74,sa1025,,
sn35.71-73,sa209,,
sn35.70,sa215,,
sn35.69,sf261,,
sn35.69,sf258,,
sn35.69,t505,,
sn35.69,sa252,,
sn35.65-68,sa230,,
sn35.64,sa310,,
sn35.63,sa309,,
sn35.53-59,sa201,1,
sn35.33-52,sa196,1,
sn35.28,sf270,,
sn35.28,sa197,,
sn35.26-27,sa222-223,1,
sn35.26-27,sa190-191,,
sn46.49,sa717,1,
sn35.23,sa319,,
sn35.21-22,sa192-193,1,
sn35.19-20,sa194,,
sn35.15-18,sa243,,
sn35.10-12,sa208,,
sn35.7-12,sa333,,
sn35.1-12,sa195,,
sn34.1-55,sa883,,
sn33.1-5,sa-2.197,,
sn33.1-5,sa963,,
sn32.1,sa871,1,
sn30.1-2,ea27.8,,
sn29.1,ea27.8,,
sn28.10,sa500,,
sn27.1-10,sa900,,
sn26.1-10,sa899,,
sn26.1,sa315,,
sn24.45,sa164,,
sn24.37-44,sa167,1,
sn24.37-44,sa166,,
sn24.19,sa164,,
sn24.9-18,sa168,,
sn24.8,sa163,,
sn24.8,sa161,,
sn24.7,sa157-160,,
sn24.6,sa162,,
sn24.5,sa154-156,,
sn24.3,sa152,,
sn24.2,sa142,,
sn24.2,sa133,1,
sn24.1,sa164,,
sn23.35-46,sa130,1,
sn23.31,sa128-129,,
sn23.24,sa126,,
sn23.23,sa125,,
sn23.19-22,sa127,,
sn23.12,sa121,,
sn23.11,sa124,,
sn23.9-10,sa123,,
sn23.4,sa112,,
sn23.3,sa111,1,
sn23.2,sa122,,
sn23.1,sa120,,
sn22.152,sa152,,
sn22.151,sa142,,
sn22.150,sa146,,
sn22.147,sa48,,
sn22.146,sa47,,
sn22.135,sa257,1,
sn22.133-134,sa258,1,
sn22.131-132,sa258,,
sn22.129-130,sa258,1,
sn22.127-128,sa256,,
sn22.126,sa256,1,
sn22.124-125,sa22,,
sn22.122-123,sa259,,
sn22.118-119,sa76,1,
sn22.117,sa74,1,
sn22.115-116,sa28-29,1,
sn22.115-116,sa26,,
sn22.106,sa72,,
sn22.105,sa71,,
sn22.103,sa70,,
sn22.102,sa270,,
sn22.101,sa263,,
sn22.100,sa267,,
sn22.99,sa266,,
sn22.97,ea24.4,,
sn22.96,ma61,,
sn22.96,sa264,,
sn22.95,t106,,
sn22.95,t105,,
sn22.95,sa953,1,
sn22.95,sa265,,
sn22.94,sa38,1,
sn22.94,sa37,,
sn22.93,sa268,,
sn22.92,sa199,,
sn22.92,sa24,,
sn22.91,sa198,,
sn22.91,sa23,,
sn22.90,sa262,,
sn22.89,sa103,,
sn22.88,sa1024,,
sn22.87,ea26.10,,
sn22.87,sa1265,,
sn22.86,sa106,,
sn22.85,sa104,,
sn22.84,sa271,,
sn22.83,sa261,,
mn12,t780a,1,
sn22.81,sa57,,
sn22.80,ma140,1,
sn22.80,sa272,,
sn22.79,sa46,,
sn22.76,ma120,,
sn22.70,sa19,,
sn22.69,sa18,,
sn22.68,sa17,,
sn22.65,sa74,1,
sn22.64,sa21,,
sn22.63-65,sa15,1,
sn22.60,sa81,,
#sn22.59,t1428.32b,,
#sn22.59,t1421.15c,,
sn22.59,t102,,
sn22.59,sa33,1,
sn22.59,sa34,,
sn22.58,sa75,,
sn22.57,ea-2.1_3,,
an9.71-72,an10.14,1,
sn22.57,sa-3.27,,
sn22.57,sa42,,
sn22.56,sa41,,
sn22.55,sa64,,
sn22.54,sa39,,
sn22.53,sa40,,
sn22.51,sa-3.12,,
sn22.50,sf89,,
sn22.50,sa31,,
sn22.49,sf89,,
sn22.49,sa30,,
sn22.48,sa55,,
sn22.47,sa45,,
sn22.47,sa63,,
sn22.46,sa85,,
sn22.45,sa84,,
sn22.44,sa69,,
sn22.43,sa36,1,
sn22.39-42,sa27,,
sn22.37-38,sa49-50,,
sn22.36,sa15,1,
sn22.35,sa16,,
sn22.33-34,sa269,,
sn22.33,sa274,,
sn22.32,sa51,,
sn22.30,sa78,,
sn22.29,sa7,,
sn22.29,sa5,,
sn22.28,sa13,,
sn22.26-27,sa14,,
sn22.25,sa77,,
sn22.24,sa5,,
sn22.24,sa3,,
sn22.23,sa72,,
sn22.22,ea25.4,,
sn22.22,sa73,,
sn22.19-20,sa12,,
sn22.16-17,sa10,,
sn22.16-17,sa2,,
sn22.15,sa9,,
sn22.15,sa2,,
sn22.12-14,sa1,1,
sn22.9-11,sa79,,
sn22.9-11,sa8,,
sn22.8,sa44,,
sn22.7,sa66,,
sn22.7,sa43,,
sn22.5-6,sa65,,
sn22.5,sa59-60,1,
sn22.4,sa552,,
sn22.3,sa551,,
sn22.2,ea41.4,1,
sn22.2,sa108,,
sn22.1,ea13.4,,
sn22.1,sa107,,
sn21.10,sa-2.10,,
sn21.10,sa1071,,
sn21.9,sa-2.7,,
sn21.9,sa1068,,
sn21.8,ea18.6,,
sn21.8,sa-2.5,,
sn21.8,sa1067,,
sn21.7,sa-2.8,,
sn21.7,sa1069,,
sn21.6,sa-2.2,,
sn21.6,sa1063,,
sn21.5,sa-2.1,,
sn21.5,sa1062,,
sn21.4,sa-2.9,,
sn21.4,sa1070,,
sn21.3,sa503,,
sn21.1,sa501,,
sn20.11,sa1262,,
sn20.10,sa1260,,
sn20.9,sa-2.22,,
sn20.9,sa1083,,
sn20.8,sa1252,,
sn20.7,sa1258,,
sn20.6,sa1257,,
sn20.5,sf75,,
sn20.5,sa1255,,
sn20.4,sa1253,,
sn20.3,sa1254,,
sn20.2,sa-3.22,,
sn20.2,sa1256,,
sn19.17-21,sa530,,
sn19.16,sa517,,
sn19.15,sa524,,
sn19.14,sa520,,
sn19.13,sa523,,
sn19.12,sa525,,
sn19.11,sa522,,
sn19.10,sa518,,
sn19.9,sa514,,
sn19.8,sa513,,
sn19.6,sa515,,
sn19.5,sa516,,
sn19.4,sa510,,
sn19.2,sa509,,
sn19.1,sa508,,
sn18.22,sa199,,
sn18.21,sa198,,
sn18.1-10,sa897,1,
sn17.36,ea23.7,,
sn17.36,ea12.7,1,
sn17.36,sa-2.3,,
sn17.36,sa1064,,
sn17.28,ea12.9,,
sn17.24,ea9.2,,
sn17.23,ea9.1,,
sn17.11-20,ea11.7-8,,
sn17.9,ea25.8,,
sn17.8,sa1264,1,
sn17.5,sa1263,1,
sn16.13,sa-2.121,,
sn16.13,sa906,,
sn16.12,sa-2.120,,
sn16.12,sa905,,
sn16.11,sa-2.119,,
sn16.11,sa1144,,
sn16.10,sa-2.118,,
sn16.10,sa1143,,
sn16.9,sa-2.117,,
sn16.9,sa1142,,
sn16.8,sa-2.115,,
sn16.8,sa1140,,
sn16.7,sa-2.114,,
sn16.7,sa1139,,
sn16.6,ea31.11,1,
sn16.6,sa-2.113,,
sn16.6,sa1138,,
sn16.5,ea41.5,,
sn16.5,ea12.6,,
sn16.5,sa-2.116,,
sn16.5,sa1141,,
sn16.4,sa-2.112,,
sn16.4,sa1137,,
sn16.3,sf74,,
sn16.3,t121,,
sn16.3,sa-2.111,,
sn16.3,sa1136,,
sn15.20,sa-2.350,,
sn15.20,sa956,,
sn15.14-19,sa-2.345,,
sn15.14-19,sa-2.338,,
sn15.14-19,sa952,,
sn15.14-19,sa945,,
sn15.13,ea51.2,,
sn15.13,sa-2.330,,
sn15.13,sa937,,
sn15.12,sa-2.335,,
sn15.12,sa942,,
sn15.11,sa-2.336,,
sn15.11,sa943,,
sn15.10,t765.2,,
sn15.10,ea-2.30,,
sn15.10,sa-3.11,,
sn15.10,sa-2.340,,
sn15.10,sa947,,
sn15.9,sa-2.347-348,,
sn15.9,sa954,,
sn15.8,sa-2.339,,
sn15.8,sa946,,
sn15.7,sa-2.343,,
sn15.7,sa950,,
sn15.6,ea52.3,,
sn15.6,sa-2.341,,
sn15.6,sa948,,
sn15.5,ea52.4,,
sn15.5,sa-2.342,,
sn15.5,sa949,,
sn15.4,sa-2.332,,
sn15.4,sa939,,
sn15.3,ea51.1,,
sn15.3,sa-2.331,,
sn15.3,sa938,,
sn15.2,sa-2.334,,
sn15.2,sa941,,
sn15.1,sa-2.333,,
sn15.1,sa940,,
sn14.25,sa450,,
sn14.17-24,t111,,
sn14.17-24,sa-3.20,,
sn14.17-24,sa450,,
sn14.16,sa448,,
sn14.16,sa446,,
sn14.15,ea49.3,,
sn14.15,sa447,,
sn14.14,sa445,,
sn14.13,sa457,,
sn14.12,t111,1,
sn14.12,sa-3.20,1,
sn14.12,sa449,,
sn14.11,sa456,,
sn14.7-10,sa454-455,,
sn14.2-6,sa452-453,,
sn14.1,sa451,,
sn13.1-11,sa891,1,
sn12.84,sa368,,
sn12.83,sa367,,
sn12.71-81,sa354,,
sn12.70,sa347,,
sn12.68,sa351,,
sn12.67,sf155,,
sn12.67,sa288,,
sn12.66,sf158,,
sn12.66,sa291,,
sn12.65,sf6,,
sn12.65,sf35,,
sn12.65,sf10,,
sn12.65,sf154,,
sn12.65,sf94,,
sn12.65,t715,,
sn12.65,t714,,
sn12.65,t713,,
sn12.65,ea38.4,,
sn12.65,sa287,,
sn12.64,sa374-378,,
sn12.63,sa373,,
sn12.62,sf157,,
sn12.62,sa290,,
sn12.61,sf156,,
sn12.61,ea9.3-4,,
sn12.61,sa289,,
sn12.58,sf151,,
sn12.58,sa284,1,
sn12.57,sf150,,
sn12.57,sf257,,
sn12.57,sf256,,
sn12.57,sa283,,
sn12.55-56,sf151,,
sn12.55-56,sa284,,
sn12.53-54,sf152,,
sn12.53-54,sa285,,
sn12.52,sa286,,
sn12.51,sf159,,
sn12.51,sa292,,
sn12.49-50,sa350,,
sn12.46,sf167,,
sn12.46,sa300,,
sn12.40,sa361,,
sn12.39,sa360,,
sn12.38,sa359,,
sn12.37,sf162,,
sn12.37,sa358,,
sn12.35-36,sf164,,
sn12.35-36,sa297,,
sn12.34,sa357,,
sn12.33,sa356,,
sn12.32,ma23,,
sn12.31-32,sf173,,
sn12.31-32,sa345,,
sn12.29-30,sa354,,
sn12.28,sa355,,
sn12.24-25,sf171,,
sn12.24-25,sa343,,
sn12.22,sf263,,
sn12.22,sa348,,
sn12.21,ea46.3,,
sn12.20,sf163,,
sn12.20,sa296,,
sn12.19,sf161,,
sn12.19,sa294,,
sn12.18,sf170,,
sn12.18,sa303,,
sn12.17,sf169,,
sn12.17,t499,,
sn12.17,sa302,,
sn12.16,sa363-365,,
sn12.15,sf168,,
sn12.15,sa301,,
sn12.15,sn22.90,1,
sn12.15,sa262,1,
sn46.49-50,sa717,,
sn12.12,sa372,,
sn12.11,sf255,,
sn12.11,sf254,,
sn12.11,ea29.3-4,,
sn12.11,sa371,,
#sn12.10,skt-mu-kd17#sbvi127,,
sn12.10,sf152,,
sn12.10,sa285,,
sn12.4-9,sf255,,
sn12.4-9,sf254,,
sn12.4-9,sa366,,
sn12.2,ea49.5,,
sn12.1-2,dq104,,
sn12.1-2,sf165,,
sn12.1-2,sf256,,
sn12.1-2,t124,,
sn12.1-2,sa298,,
sn11.24,sa-2.37,,
sn11.24,sa1108,,
sn11.23,sa-2.47,,
sn11.23,sa1118,,
sn11.22,ea45.5,,
sn11.22,sa-2.36,,
sn11.22,sa1107,,
sn11.21,sa-2.45,,
sn11.21,sa1116,,
sn11.20,sa-2.42,,
sn11.20,sa1113,,
sn11.19,sa-2.40,,
sn11.19,sa1111,,
sn11.18,sf27,,
sn11.18,sa-2.41,,
sn11.18,sa1112,,
sn11.16,ea13.6,,
sn11.16,sa-2.52,,
sn11.16,sa1224-1225,,
sn11.14,sa-2.51,,
sn11.14,sa1223,,
sn11.13,sa-2.34,,
sn11.13,sa1105,,
sn11.12,sf275,,
sn11.12,sa-2.35,,
sn11.12,sa1106,,
sn11.11,sa-3.21,,
sn11.11,sa-2.33,,
sn11.11,sa1104,,
sn11.9-10,sa-2.44,,
sn11.9-10,sa1115,,
sn11.8,sa-2.50,,
sn11.8,sa1119,,
sn11.7,sa-2.48,,
sn11.7,sa1120,,
sn11.6,sa-2.49,,
sn11.6,sa1222,,
sn11.5,sa-2.38,,
sn11.5,sa1109,,
sn11.4,sf265,,
sn11.4,ea34.8,,
sn11.4,sa-2.39,,
sn11.4,sa1110,,
sn11.3,sf147,,
sn11.3,sf137,,
sn11.3,sf266,,
sn11.3,sf239,,
sn11.3,tib75,,
sn11.3,ea24.1,,
sn11.3,sa981,,
sn11.2,sa981,1,
sn11.1,sa-2.43,,
sn11.1,sa1114,,
sn10.12,sa-2.325,,
sn10.12,sa1326,,
sn10.12,sa603,,
sn10.11,sa-2.326,,
sn10.11,sa1328,,
sn10.9-10,sa-2.327,,
sn10.9-10,sa1327,,
sn10.8,sa-2.186,,
sn10.8,sa592,,
sn10.7,sa-2.321,,
sn10.7,sa1322,,
sn10.6,sa-2.320,,
sn10.6,sa1321,,
sn10.5,sa-2.324,,
sn10.5,sa1325,,
sn10.4,sa-2.318,,
sn10.4,sa1319,,
sn10.3,sa-2.323,,
sn10.3,sa1324,,
sn10.3,sa1314,1,
sn10.2,sa-2.299,,
sn10.2,sa-2.162,,
sn10.2,sa577,,
sn10.1,sa-2.298,,
sn10.1,sa1300,,
sn9.14,sa-2.358,,
sn9.14,sa1338,,
sn9.13,sa-2.363,,
sn9.13,sa1343,,
sn9.12,sa-2.355,,
sn9.12,sa1335,,
sn9.11,sa-2.354,,
sn9.11,sa1334,,
sn9.10,sa-2.357,,
sn9.10,sa1337,,
sn9.9,sa-2.360,,
sn9.9,sa1340,,
sn9.8,sa-2.364,,
sn9.8,sa1344,,
sn9.7,sa-2.362,,
sn9.7,sa1342,,
sn9.6,sa-2.356,,
sn9.6,sa1336,,
sn9.5,sa-2.361,,
sn9.5,sa1341,,
#sn9.4,skt-lo-mvu107,,
sn9.4,sa-2.351,,
sn9.4,sa1331,,
sn9.3,sa-2.359,,
sn9.3,sa1339,,
sn9.2,sa-2.352,,
sn9.2,sa1332,,
sn9.1,sa-2.353,,
sn9.1,sa1333,,
sn8.12,sa-2.252,,
sn8.12,sa1217,,
sn8.11,sa-2.224,,
sn8.11,sa1208,,
sn8.10,sa-2.227,,
sn8.10,sa1211,,
sn8.9,sa-2.225,,
sn8.9,sa1209,,
sn8.8,sa1219,,
sn8.7,sf16,,
sn8.7,sf73,,
sn8.7,ea32.5,,
sn8.7,t63,,
sn8.7,t62,,
sn8.7,t61,,
sn8.7,ma121,,
sn8.7,sa-2.228,,
sn8.7,sa1212,,
sn8.6,sa-2.226,,
sn8.6,sa1210,,
sn8.5,sa-2.253,,
sn8.5,sa1218,,
sn8.4,ea35.9,,
sn8.4,sa-2.230,,
sn8.4,sa1214,,
sn8.3,sa-2.251,,
sn8.3,sa1216,,
sn8.2,sa-2.229,,
sn8.2,sa1213,,
sn8.1,sa-2.250,,
sn8.1,sa1215,,
sn7.22,sa-2.94,,
sn7.22,sa1180,,
sn7.20,sa-2.263,,
sn7.20,sa97,,
sn7.19,sa-2.88,,
sn7.19,sa88,,
sn7.18,sa-2.97,,
sn7.18,sa1183,,
sn7.17,sa-2.96,,
sn7.17,sa1182,,
sn7.16,sa-3.7,,
sn7.16,sa-2.78,,
sn7.16,sa1155,,
sn7.15,sf24,,
sn7.15,sa-2.258,,
sn7.15,sa92,,
sn7.14,sf24,,
sn7.14,sa-2.262,,
sn7.14,sa96,,
sn7.13,sa-2.95,,
sn7.13,sa1181,,
sn7.12,sa-2.80,,
sn7.12,sa1157,,
sn7.11,sf25,,
sn7.11,sa-3.1,,
sn7.11,sa-2.264,,
sn7.11,sa98,,
sn7.10,sa-2.93,,
sn7.10,sa1179,,
sn7.9,sa-2.99,,
sn7.9,sa1184,,
sn7.7,sa-2.83,,
sn7.7,sa1160,,
sn7.6,sa-2.100,,
sn7.6,sa1186-1187,,
sn7.5,sa-3.26,,
sn7.5,sa-2.79,,
sn7.5,sa1156,,
sn7.4,sa-2.77,,
sn7.4,sa1154,,
sn7.3,sa-3.25,,
sn7.3,sa-2.74,,
sn7.3,sa1151,,
sn7.2,sa-2.75,,
sn7.2,sa1152-1153,,
sn7.1,sa-2.81,,
sn7.1,sa1158,,
sn6.15,sa-2.110,,
sn6.15,sa1197,,
sn6.13,sa-2.104,,
sn6.13,sa1191,,
sn6.11,sa-2.103,,
sn6.11,sa1190,,
sn6.10,ea21.5,,
sn6.10,sa-2.276,,
sn6.10,sa1278,,
sn6.7-9,sa-3.5,,
sn6.7-9,sa-2.106,,
sn6.7-9,sa1193,,
sn6.6,sa-2.107,,
sn6.6,sa1194,,
sn6.5,sa-2.109,,
sn6.5,sa1196,,
sn6.4,sa-2.108,,
sn6.4,sa1195,,
sn6.3,sf26,,
sn6.3,sa-2.265,,
sn6.3,sa99,,
sn6.2,sa-2.101,,
sn6.2,sa1188,,
sn6.1,ea19.1,,
sn5.10,sa-2.218,,
sn5.10,sa1202,,
sn5.9,sa-2.219,,
sn5.9,sa1203,,
sn5.8,sa-2.223,,
sn5.8,sa1207,,
sn5.7,sa-2.222,,
sn5.7,sa1206,,
sn5.6,sa-2.221,,
sn5.6,sa1205,,
sn5.5,sa-2.217,,
sn5.5,sa1201,,
sn5.4,sa-2.220,,
sn5.4,sa1204,,
sn5.3,sa-2.216,,
sn5.3,sa1200,,
sn5.2,sa-2.215,,
sn5.2,sa1199,,
sn5.1,sa-2.214,,
sn5.1,sa1198,,
sn4.25,sa-2.31,,
sn4.25,sa1092,,
sn4.24,sa246,,
sn4.23,sa-2.30,,
sn4.23,sa1091,,
sn4.22,sa1100,,
sn4.21,sa1099,,
sn4.20,sa1098,,
sn4.18,ea45.4,,
sn4.18,sa1095,,
sn4.17,sa1103,,
sn4.16,sa1102,,
sn4.15,sa-2.25,,
sn4.15,sa1086,,
sn4.14,sa1097,,
sn4.13,sa-2.29,,
sn4.13,sa1090,,
sn4.12,sa1101,,
sn4.11,sa-2.27,,
sn4.11,sa1088,,
sn4.10,sa-2.24,,
sn4.10,sa1085,,
sn4.9,snp1.2(33-34),,
#sn4.15,skt-lo-mvu106,,
sn4.9,sa-2.23,,
sn4.9,sa1084,,
sn4.8,sa-2.142,,
sn4.8,sa1004,,
sn4.7,sa-2.26,,
sn4.7,sa1087,,
sn4.6,sa-2.28,,
sn4.6,sa1089,,
sn46.37,sa705,,
sn46.10,sa731,,
sn46.3,sa723,1,
sn4.1,sa1094,,
sn3.25,sa-2.70,,
sn3.25,sa1147,,
sn3.24,sa-2.68,,
sn3.24,sa1145,,
sn3.23,sa-2.4,1,
sn3.23,sa1065,1,
sn3.22,ea26.7,,
sn3.22,sa-2.54,,
sn3.22,sa1227,,
sn3.21,t127,1,
sn3.21,sa-2.69,,
sn3.21,sa1146,,
sn3.20,sa-2.60,,
sn3.20,sa1233,,
sn3.19,ea23.4,,
sn3.19,sa-2.59,,
sn3.19,sa1232,,
sn3.18,sa-2.65,,
sn3.18,sa1238,1,
